date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:52:04	4518/4518	---M-Z	200	added ('OK')	text/css	date:Sat,%2022%20Mar%202025%2002:12:24%20GMT	https://fountainjournals.com/index.php/FUJNAS/$$$call$$$/page/page/css?name=font	C:/jojo/school/jhst-journal/_inspo/fountainjournals.com[full]/fountainjournals.com/index.php/FUJNAS/$$$call$$$/page/page/csse0d3.css	(from https://fountainjournals.com/index.php/FUJNAS/)
00:52:04	37360/37360	---M-Z	200	added ('OK')	text/css	date:Wed,%2004%20Dec%202024%2008:11:03%20GMT	https://fountainjournals.com/lib/pkp/styles/fontawesome/fontawesome.css?v=3.4.0.7	C:/jojo/school/jhst-journal/_inspo/fountainjournals.com[full]/fountainjournals.com/lib/pkp/styles/fontawesome/fontawesomed39c.css	(from https://fountainjournals.com/index.php/FUJNAS/)
00:52:04	1415/1415	---M-Z	200	added ('OK')	text/css	date:Wed,%2004%20Dec%202024%2008:10:55%20GMT	https://fountainjournals.com/plugins/generic/citations/css/citations.css?v=3.4.0.7	C:/jojo/school/jhst-journal/_inspo/fountainjournals.com[full]/fountainjournals.com/plugins/generic/citations/css/citationsd39c.css	(from https://fountainjournals.com/index.php/FUJNAS/)
00:52:05	5883/5883	---M-Z	200	added ('OK')	text/css	date:Thu,%2026%20Dec%202024%2021:24:37%20GMT	https://fountainjournals.com/public/journals/1/styleSheet.css?d=2024-12-26+21%3A24%3A37	C:/jojo/school/jhst-journal/_inspo/fountainjournals.com[full]/fountainjournals.com/public/journals/1/styleSheet8bb6.css	(from https://fountainjournals.com/index.php/FUJNAS/)
00:52:08	241/241	---M-Z	200	added ('OK')	text/css	date:Wed,%2004%20Dec%202024%2008:11:04%20GMT	https://fountainjournals.com/public/site/styleSheet.css?v=3.4.0.7	C:/jojo/school/jhst-journal/_inspo/fountainjournals.com[full]/fountainjournals.com/public/site/styleSheetd39c.css	(from https://fountainjournals.com/index.php/FUJNAS/)
00:52:09	153019/153019	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Dec%202025%2023:52:09%20GMT	https://fountainjournals.com/index.php/FUJNAS/index	C:/jojo/school/jhst-journal/_inspo/fountainjournals.com[full]/fountainjournals.com/index.php/FUJNAS/index-2.html	(from https://fountainjournals.com/index.php/FUJNAS/)
00:52:10	19146/19146	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Dec%202025%2023:52:11%20GMT	https://fountainjournals.com/index.php/FUJNAS/about	C:/jojo/school/jhst-journal/_inspo/fountainjournals.com[full]/fountainjournals.com/index.php/FUJNAS/about.html	(from https://fountainjournals.com/index.php/FUJNAS/)
00:52:11	132096/132096	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Dec%202024%2020:49:43%20GMT	https://fountainjournals.com/public/journals/1/pageHeaderLogoImage_en.png	C:/jojo/school/jhst-journal/_inspo/fountainjournals.com[full]/fountainjournals.com/public/journals/1/pageHeaderLogoImage_en.png	(from https://fountainjournals.com/index.php/FUJNAS/)
00:52:11	18286/18286	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Dec%202025%2023:52:12%20GMT	https://fountainjournals.com/index.php/FUJNAS/aim	C:/jojo/school/jhst-journal/_inspo/fountainjournals.com[full]/fountainjournals.com/index.php/FUJNAS/aim.html	(from https://fountainjournals.com/index.php/FUJNAS/)
00:52:12	23298/23298	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Dec%202025%2023:52:12%20GMT	https://fountainjournals.com/index.php/FUJNAS/about/editorialTeam	C:/jojo/school/jhst-journal/_inspo/fountainjournals.com[full]/fountainjournals.com/index.php/FUJNAS/about/editorialTeam.html	(from https://fountainjournals.com/index.php/FUJNAS/)
00:52:12	18032/18032	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Dec%202025%2023:52:13%20GMT	https://fountainjournals.com/index.php/FUJNAS/publicationschedule	C:/jojo/school/jhst-journal/_inspo/fountainjournals.com[full]/fountainjournals.com/index.php/FUJNAS/publicationschedule.html	(from https://fountainjournals.com/index.php/FUJNAS/)
00:52:13	18162/18162	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Dec%202025%2023:52:13%20GMT	https://fountainjournals.com/index.php/FUJNAS/fees	C:/jojo/school/jhst-journal/_inspo/fountainjournals.com[full]/fountainjournals.com/index.php/FUJNAS/fees.html	(from https://fountainjournals.com/index.php/FUJNAS/)
00:52:13	19856/19856	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Dec%202025%2023:52:13%20GMT	https://fountainjournals.com/index.php/FUJNAS/about/contact	C:/jojo/school/jhst-journal/_inspo/fountainjournals.com[full]/fountainjournals.com/index.php/FUJNAS/about/contact.html	(from https://fountainjournals.com/index.php/FUJNAS/)
00:52:13	0/0	---M--	302	error ('Found')	text/html	date:Mon,%2029%20Dec%202025%2023:52:14%20GMT	https://fountainjournals.com/index.php/FUJNAS/issue/current	C:/jojo/school/jhst-journal/_inspo/fountainjournals.com[full]/fountainjournals.com/index.php/FUJNAS/issue/current	(from https://fountainjournals.com/index.php/FUJNAS/)
00:52:14	22689/22689	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Dec%202025%2023:52:14%20GMT	https://fountainjournals.com/index.php/FUJNAS/issue/view/71	C:/jojo/school/jhst-journal/_inspo/fountainjournals.com[full]/fountainjournals.com/index.php/FUJNAS/issue/view/71.html	(from https://fountainjournals.com/index.php/FUJNAS/)
00:52:14	30399/30399	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Dec%202025%2023:52:15%20GMT	https://fountainjournals.com/index.php/FUJNAS/issue/archive	C:/jojo/school/jhst-journal/_inspo/fountainjournals.com[full]/fountainjournals.com/index.php/FUJNAS/issue/archive.html	(from https://fountainjournals.com/index.php/FUJNAS/)
00:52:15	18313/18313	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Dec%202025%2023:52:15%20GMT	https://fountainjournals.com/index.php/FUJNAS/abstract	C:/jojo/school/jhst-journal/_inspo/fountainjournals.com[full]/fountainjournals.com/index.php/FUJNAS/abstract.html	(from https://fountainjournals.com/index.php/FUJNAS/)
00:52:15	18043/18043	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Dec%202025%2023:52:15%20GMT	https://fountainjournals.com/index.php/FUJNAS/metric	C:/jojo/school/jhst-journal/_inspo/fountainjournals.com[full]/fountainjournals.com/index.php/FUJNAS/metric.html	(from https://fountainjournals.com/index.php/FUJNAS/)
00:52:15	32090/32090	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Dec%202025%2023:52:16%20GMT	https://fountainjournals.com/index.php/FUJNAS/guidelines	C:/jojo/school/jhst-journal/_inspo/fountainjournals.com[full]/fountainjournals.com/index.php/FUJNAS/guidelines.html	(from https://fountainjournals.com/index.php/FUJNAS/)
00:52:16	34721/34721	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Dec%202025%2023:52:16%20GMT	https://fountainjournals.com/index.php/FUJNAS/authorguide	C:/jojo/school/jhst-journal/_inspo/fountainjournals.com[full]/fountainjournals.com/index.php/FUJNAS/authorguide.html	(from https://fountainjournals.com/index.php/FUJNAS/)
00:52:16	22193/22193	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Dec%202025%2023:52:16%20GMT	https://fountainjournals.com/index.php/FUJNAS/reviewerguide	C:/jojo/school/jhst-journal/_inspo/fountainjournals.com[full]/fountainjournals.com/index.php/FUJNAS/reviewerguide.html	(from https://fountainjournals.com/index.php/FUJNAS/)
00:52:16	17975/17975	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Dec%202025%2023:52:17%20GMT	https://fountainjournals.com/index.php/FUJNAS/policie	C:/jojo/school/jhst-journal/_inspo/fountainjournals.com[full]/fountainjournals.com/index.php/FUJNAS/policie.html	(from https://fountainjournals.com/index.php/FUJNAS/)
00:52:17	47004/47004	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Dec%202025%2023:52:17%20GMT	https://fountainjournals.com/index.php/FUJNAS/ethics	C:/jojo/school/jhst-journal/_inspo/fountainjournals.com[full]/fountainjournals.com/index.php/FUJNAS/ethics.html	(from https://fountainjournals.com/index.php/FUJNAS/)
00:52:17	18461/18461	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Dec%202025%2023:52:18%20GMT	https://fountainjournals.com/index.php/FUJNAS/openaccesspolicy	C:/jojo/school/jhst-journal/_inspo/fountainjournals.com[full]/fountainjournals.com/index.php/FUJNAS/openaccesspolicy.html	(from https://fountainjournals.com/index.php/FUJNAS/)
00:52:18	18708/18708	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Dec%202025%2023:52:18%20GMT	https://fountainjournals.com/index.php/FUJNAS/editorialpolicy	C:/jojo/school/jhst-journal/_inspo/fountainjournals.com[full]/fountainjournals.com/index.php/FUJNAS/editorialpolicy.html	(from https://fountainjournals.com/index.php/FUJNAS/)
00:52:18	22060/22060	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Dec%202025%2023:52:18%20GMT	https://fountainjournals.com/index.php/FUJNAS/policies	C:/jojo/school/jhst-journal/_inspo/fountainjournals.com[full]/fountainjournals.com/index.php/FUJNAS/policies.html	(from https://fountainjournals.com/index.php/FUJNAS/)
00:52:18	19064/19064	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Dec%202025%2023:52:19%20GMT	https://fountainjournals.com/index.php/FUJNAS/archiving	C:/jojo/school/jhst-journal/_inspo/fountainjournals.com[full]/fountainjournals.com/index.php/FUJNAS/archiving.html	(from https://fountainjournals.com/index.php/FUJNAS/)
00:52:19	18185/18185	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Dec%202025%2023:52:19%20GMT	https://fountainjournals.com/index.php/FUJNAS/subandadvt	C:/jojo/school/jhst-journal/_inspo/fountainjournals.com[full]/fountainjournals.com/index.php/FUJNAS/subandadvt.html	(from https://fountainjournals.com/index.php/FUJNAS/)
00:52:19	18335/18335	---M-Z	200	added ('OK')	text/html	date:Mon,%2029%20Dec%202025%2023:52:20%20GMT	https://fountainjournals.com/index.php/FUJNAS/plagiarism	C:/jojo/school/jhst-journal/_inspo/fountainjournals.com[full]/fountainjournals.com/index.php/FUJNAS/plagiarism.html	(from https://fountainjournals.com/index.php/FUJNAS/)
00:52:20	19263/19263	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Dec%202025%2023:52:20%20GMT	https://fountainjournals.com/index.php/FUJNAS/announcement	C:/jojo/school/jhst-journal/_inspo/fountainjournals.com[full]/fountainjournals.com/index.php/FUJNAS/announcement.html	(from https://fountainjournals.com/index.php/FUJNAS/)
00:52:20	22918/22918	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Dec%202025%2023:52:20%20GMT	https://fountainjournals.com/index.php/FUJNAS/search	C:/jojo/school/jhst-journal/_inspo/fountainjournals.com[full]/fountainjournals.com/index.php/FUJNAS/search.html	(from https://fountainjournals.com/index.php/FUJNAS/)
00:52:21	33009/33009	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Dec%202025%2023:52:21%20GMT	https://fountainjournals.com/index.php/FUJNAS/user/register	C:/jojo/school/jhst-journal/_inspo/fountainjournals.com[full]/fountainjournals.com/index.php/FUJNAS/user/register.html	(from https://fountainjournals.com/index.php/FUJNAS/)
00:52:21	19728/19728	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Dec%202025%2023:52:21%20GMT	https://fountainjournals.com/index.php/FUJNAS/login	C:/jojo/school/jhst-journal/_inspo/fountainjournals.com[full]/fountainjournals.com/index.php/FUJNAS/login.html	(from https://fountainjournals.com/index.php/FUJNAS/)
00:52:22	55071/55071	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Dec%202025%2023:52:22%20GMT	https://fountainjournals.com/index.php/FUJNAS/article/view/874	C:/jojo/school/jhst-journal/_inspo/fountainjournals.com[full]/fountainjournals.com/index.php/FUJNAS/article/view/874.html	(from https://fountainjournals.com/index.php/FUJNAS/)
00:52:22	3667/3667	---M-Z	200	added ('OK')	text/html	date:Mon,%2029%20Dec%202025%2023:52:22%20GMT	https://fountainjournals.com/index.php/FUJNAS/article/view/874/487	C:/jojo/school/jhst-journal/_inspo/fountainjournals.com[full]/fountainjournals.com/index.php/FUJNAS/article/view/874/487.html	(from https://fountainjournals.com/index.php/FUJNAS/)
00:52:23	53090/53090	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Dec%202025%2023:52:23%20GMT	https://fountainjournals.com/index.php/FUJNAS/article/view/831	C:/jojo/school/jhst-journal/_inspo/fountainjournals.com[full]/fountainjournals.com/index.php/FUJNAS/article/view/831.html	(from https://fountainjournals.com/index.php/FUJNAS/)
00:52:23	3568/3568	---M-Z	200	added ('OK')	text/html	date:Mon,%2029%20Dec%202025%2023:52:23%20GMT	https://fountainjournals.com/index.php/FUJNAS/article/view/831/528	C:/jojo/school/jhst-journal/_inspo/fountainjournals.com[full]/fountainjournals.com/index.php/FUJNAS/article/view/831/528.html	(from https://fountainjournals.com/index.php/FUJNAS/)
00:52:24	67206/67206	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Dec%202025%2023:52:24%20GMT	https://fountainjournals.com/index.php/FUJNAS/article/view/688	C:/jojo/school/jhst-journal/_inspo/fountainjournals.com[full]/fountainjournals.com/index.php/FUJNAS/article/view/688.html	(from https://fountainjournals.com/index.php/FUJNAS/)
00:52:24	3835/3835	---M-Z	200	added ('OK')	text/html	date:Mon,%2029%20Dec%202025%2023:52:24%20GMT	https://fountainjournals.com/index.php/FUJNAS/article/view/688/441	C:/jojo/school/jhst-journal/_inspo/fountainjournals.com[full]/fountainjournals.com/index.php/FUJNAS/article/view/688/441.html	(from https://fountainjournals.com/index.php/FUJNAS/)
00:52:24	44288/44288	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Dec%202025%2023:52:25%20GMT	https://fountainjournals.com/index.php/FUJNAS/article/view/681	C:/jojo/school/jhst-journal/_inspo/fountainjournals.com[full]/fountainjournals.com/index.php/FUJNAS/article/view/681.html	(from https://fountainjournals.com/index.php/FUJNAS/)
00:52:25	3466/3466	---M-Z	200	added ('OK')	text/html	date:Mon,%2029%20Dec%202025%2023:52:25%20GMT	https://fountainjournals.com/index.php/FUJNAS/article/view/681/488	C:/jojo/school/jhst-journal/_inspo/fountainjournals.com[full]/fountainjournals.com/index.php/FUJNAS/article/view/681/488.html	(from https://fountainjournals.com/index.php/FUJNAS/)
00:52:25	0/0	---M--	302	error ('Found')	text/html	date:Mon,%2029%20Dec%202025%2023:52:26%20GMT	https://fountainjournals.com/index.php/FUJNAS/announcement/view/3	C:/jojo/school/jhst-journal/_inspo/fountainjournals.com[full]/fountainjournals.com/index.php/FUJNAS/announcement/view/3	(from https://fountainjournals.com/index.php/FUJNAS/)
00:52:26	46845/46845	---M--	200	added ('OK')	image/png	date:Wed,%2001%20Jan%202025%2018:41:23%20GMT	https://fountainjournals.com/public/site/images/abono/announcement-2721d1eeb20949eac002e6027b80359f.png	C:/jojo/school/jhst-journal/_inspo/fountainjournals.com[full]/fountainjournals.com/public/site/images/abono/announcement-2721d1eeb20949eac002e6027b80359f.png	(from https://fountainjournals.com/index.php/FUJNAS/)
00:52:26	35703/35703	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Dec%202025%2023:52:26%20GMT	https://fountainjournals.com/index.php/FUJNAS/about/submissions	C:/jojo/school/jhst-journal/_inspo/fountainjournals.com[full]/fountainjournals.com/index.php/FUJNAS/about/submissions.html	(from https://fountainjournals.com/index.php/FUJNAS/)
00:52:27	18572/18572	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Dec%202025%2023:52:27%20GMT	https://fountainjournals.com/index.php/FUJNAS/information/readers	C:/jojo/school/jhst-journal/_inspo/fountainjournals.com[full]/fountainjournals.com/index.php/FUJNAS/information/readers.html	(from https://fountainjournals.com/index.php/FUJNAS/)
00:52:27	18463/18463	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Dec%202025%2023:52:28%20GMT	https://fountainjournals.com/index.php/FUJNAS/information/authors	C:/jojo/school/jhst-journal/_inspo/fountainjournals.com[full]/fountainjournals.com/index.php/FUJNAS/information/authors.html	(from https://fountainjournals.com/index.php/FUJNAS/)
00:52:28	18340/18340	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Dec%202025%2023:52:28%20GMT	https://fountainjournals.com/index.php/FUJNAS/information/librarians	C:/jojo/school/jhst-journal/_inspo/fountainjournals.com[full]/fountainjournals.com/index.php/FUJNAS/information/librarians.html	(from https://fountainjournals.com/index.php/FUJNAS/)
00:52:28	18483/18483	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Dec%202025%2023:52:28%20GMT	https://fountainjournals.com/index.php/FUJNAS/about/aboutThisPublishingSystem	C:/jojo/school/jhst-journal/_inspo/fountainjournals.com[full]/fountainjournals.com/index.php/FUJNAS/about/aboutThisPublishingSystem.html	(from https://fountainjournals.com/index.php/FUJNAS/)
00:52:28	13150/13150	---M--	200	added ('OK')	image/png	date:Wed,%2004%20Dec%202024%2008:11:04%20GMT	https://fountainjournals.com/templates/images/ojs_brand.png	C:/jojo/school/jhst-journal/_inspo/fountainjournals.com[full]/fountainjournals.com/templates/images/ojs_brand.png	(from https://fountainjournals.com/index.php/FUJNAS/)
00:52:29	89501/89501	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2004%20Dec%202024%2008:11:00%20GMT	https://fountainjournals.com/lib/pkp/lib/vendor/components/jquery/jquery.min.js?v=3.4.0.7	C:/jojo/school/jhst-journal/_inspo/fountainjournals.com[full]/fountainjournals.com/lib/pkp/lib/vendor/components/jquery/jquery.mind39c.js	(from https://fountainjournals.com/index.php/FUJNAS/)
00:52:30	253669/253669	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2004%20Dec%202024%2008:11:00%20GMT	https://fountainjournals.com/lib/pkp/lib/vendor/components/jqueryui/jquery-ui.min.js?v=3.4.0.7	C:/jojo/school/jhst-journal/_inspo/fountainjournals.com[full]/fountainjournals.com/lib/pkp/lib/vendor/components/jqueryui/jquery-ui.mind39c.js	(from https://fountainjournals.com/index.php/FUJNAS/)
00:52:30	81675/81675	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2004%20Dec%202024%2008:10:57%20GMT	https://fountainjournals.com/plugins/themes/default/js/lib/popper/popper.js?v=3.4.0.7	C:/jojo/school/jhst-journal/_inspo/fountainjournals.com[full]/fountainjournals.com/plugins/themes/default/js/lib/popper/popperd39c.js	(from https://fountainjournals.com/index.php/FUJNAS/)
00:52:30	4193/4193	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2004%20Dec%202024%2008:10:57%20GMT	https://fountainjournals.com/plugins/themes/default/js/lib/bootstrap/util.js?v=3.4.0.7	C:/jojo/school/jhst-journal/_inspo/fountainjournals.com[full]/fountainjournals.com/plugins/themes/default/js/lib/bootstrap/utild39c.js	(from https://fountainjournals.com/index.php/FUJNAS/)
00:52:30	13932/13932	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2004%20Dec%202024%2008:10:57%20GMT	https://fountainjournals.com/plugins/themes/default/js/lib/bootstrap/dropdown.js?v=3.4.0.7	C:/jojo/school/jhst-journal/_inspo/fountainjournals.com[full]/fountainjournals.com/plugins/themes/default/js/lib/bootstrap/dropdownd39c.js	(from https://fountainjournals.com/index.php/FUJNAS/)
00:52:31	3160/3160	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2004%20Dec%202024%2008:10:57%20GMT	https://fountainjournals.com/plugins/themes/default/js/main.js?v=3.4.0.7	C:/jojo/school/jhst-journal/_inspo/fountainjournals.com[full]/fountainjournals.com/plugins/themes/default/js/maind39c.js	(from https://fountainjournals.com/index.php/FUJNAS/)
00:52:32	472081/472081	---MCZ	200	added ('OK')	application/javascript	etag:W/%22692f26e6-73411%22	https://d3js.org/d3.v4.js?v=3.4.0.7	C:/jojo/school/jhst-journal/_inspo/fountainjournals.com[full]/d3js.org/d3.v4d39c.js	(from https://fountainjournals.com/index.php/FUJNAS/)
00:52:33	14611/14611	---M-Z	200	added ('OK')	application/javascript	etag:W/%223913-guWU728fy8cKDwKdTMlnP/wLP80%22	https://cdn.jsdelivr.net/gh/holtzy/D3-graph-gallery@master/LIB/d3.layout.cloud.js?v=3.4.0.7	C:/jojo/school/jhst-journal/_inspo/fountainjournals.com[full]/cdn.jsdelivr.net/gh/holtzy/D3-graph-gallery@master/LIB/d3.layout.cloudd39c.js	(from https://fountainjournals.com/index.php/FUJNAS/)
00:52:34	165742/165742	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2004%20Dec%202024%2008:11:03%20GMT	https://fountainjournals.com/lib/pkp/styles/fontawesome/fontawesome-webfont.eot?v=4.7.0	C:/jojo/school/jhst-journal/_inspo/fountainjournals.com[full]/fountainjournals.com/lib/pkp/styles/fontawesome/fontawesome-webfont3e6e.eot	(from https://fountainjournals.com/lib/pkp/styles/fontawesome/fontawesome.css?v=3.4.0.7)
00:52:34	165742/165742	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2004%20Dec%202024%2008:11:03%20GMT	https://fountainjournals.com/lib/pkp/styles/fontawesome/fontawesome-webfont.eot?	C:/jojo/school/jhst-journal/_inspo/fountainjournals.com[full]/fountainjournals.com/lib/pkp/styles/fontawesome/fontawesome-webfontd41d.eot	(from https://fountainjournals.com/lib/pkp/styles/fontawesome/fontawesome.css?v=3.4.0.7)
00:52:35	77160/77160	---M--	200	added ('OK')	font/woff2	date:Wed,%2004%20Dec%202024%2008:11:03%20GMT	https://fountainjournals.com/lib/pkp/styles/fontawesome/fontawesome-webfont.woff2?v=4.7.0	C:/jojo/school/jhst-journal/_inspo/fountainjournals.com[full]/fountainjournals.com/lib/pkp/styles/fontawesome/fontawesome-webfont3e6e.woff2	(from https://fountainjournals.com/lib/pkp/styles/fontawesome/fontawesome.css?v=3.4.0.7)
00:52:35	98024/98024	---M--	200	added ('OK')	font/woff	date:Wed,%2004%20Dec%202024%2008:11:03%20GMT	https://fountainjournals.com/lib/pkp/styles/fontawesome/fontawesome-webfont.woff?v=4.7.0	C:/jojo/school/jhst-journal/_inspo/fountainjournals.com[full]/fountainjournals.com/lib/pkp/styles/fontawesome/fontawesome-webfont3e6e.woff	(from https://fountainjournals.com/lib/pkp/styles/fontawesome/fontawesome.css?v=3.4.0.7)
00:52:36	165548/165548	---M-Z	200	added ('OK')	font/ttf	date:Wed,%2004%20Dec%202024%2008:11:03%20GMT	https://fountainjournals.com/lib/pkp/styles/fontawesome/fontawesome-webfont.ttf?v=4.7.0	C:/jojo/school/jhst-journal/_inspo/fountainjournals.com[full]/fountainjournals.com/lib/pkp/styles/fontawesome/fontawesome-webfont3e6e.ttf	(from https://fountainjournals.com/lib/pkp/styles/fontawesome/fontawesome.css?v=3.4.0.7)
00:52:36	444379/444379	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2004%20Dec%202024%2008:11:03%20GMT	https://fountainjournals.com/lib/pkp/styles/fontawesome/fontawesome-webfont.svg?v=4.7.0	C:/jojo/school/jhst-journal/_inspo/fountainjournals.com[full]/fountainjournals.com/lib/pkp/styles/fontawesome/fontawesome-webfont3e6e.svg	(from https://fountainjournals.com/lib/pkp/styles/fontawesome/fontawesome.css?v=3.4.0.7)
00:52:36	0/0	---M--	302	error ('Found')	text/html	date:Mon,%2029%20Dec%202025%2023:52:36%20GMT	https://fountainjournals.com/index.php/FUJNAS/announcement/view/3	C:/jojo/school/jhst-journal/_inspo/fountainjournals.com[full]/fountainjournals.com/index.php/FUJNAS/announcement/view/3	(from https://fountainjournals.com/index.php/FUJNAS/index)
